"LOCATION","Location","PLASTIC_LEAKAGE_TO_OCEAN","Variable","TIME","Time","Value","Flag Codes","Flags"
"LAM","Latin America","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2005","2005",0.317581,,
"LAM","Latin America","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2006","2006",0.340935,,
"LAM","Latin America","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2007","2007",0.365515,,
"LAM","Latin America","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2008","2008",0.373349,,
"LAM","Latin America","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2009","2009",0.390995,,
"LAM","Latin America","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2010","2010",0.418346,,
"LAM","Latin America","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2011","2011",0.437756,,
"LAM","Latin America","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2012","2012",0.45464,,
"LAM","Latin America","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2013","2013",0.473617,,
"LAM","Latin America","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2014","2014",0.488185,,
"LAM","Latin America","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2015","2015",0.514141,,
"LAM","Latin America","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2016","2016",0.518497,,
"LAM","Latin America","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2017","2017",0.52854,,
"LAM","Latin America","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2018","2018",0.541555,,
"LAM","Latin America","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2019","2019",0.555088,,
"LAM","Latin America","TRANSPORT_TO_OCEANS","Transport to oceans","2000","2000",0.052741,,
"LAM","Latin America","TRANSPORT_TO_OCEANS","Transport to oceans","2001","2001",0.057392,,
"LAM","Latin America","TRANSPORT_TO_OCEANS","Transport to oceans","2002","2002",0.062452,,
"LAM","Latin America","TRANSPORT_TO_OCEANS","Transport to oceans","2003","2003",0.067765,,
"LAM","Latin America","TRANSPORT_TO_OCEANS","Transport to oceans","2004","2004",0.073474,,
"LAM","Latin America","TRANSPORT_TO_OCEANS","Transport to oceans","2005","2005",0.079331,,
"LAM","Latin America","TRANSPORT_TO_OCEANS","Transport to oceans","2006","2006",0.085642,,
"LAM","Latin America","TRANSPORT_TO_OCEANS","Transport to oceans","2007","2007",0.092373,,
"LAM","Latin America","TRANSPORT_TO_OCEANS","Transport to oceans","2008","2008",0.098567,,
"LAM","Latin America","TRANSPORT_TO_OCEANS","Transport to oceans","2009","2009",0.105,,
"LAM","Latin America","TRANSPORT_TO_OCEANS","Transport to oceans","2010","2010",0.11204,,
"LAM","Latin America","TRANSPORT_TO_OCEANS","Transport to oceans","2011","2011",0.119081,,
"LAM","Latin America","TRANSPORT_TO_OCEANS","Transport to oceans","2012","2012",0.12611,,
"LAM","Latin America","TRANSPORT_TO_OCEANS","Transport to oceans","2013","2013",0.133317,,
"LAM","Latin America","TRANSPORT_TO_OCEANS","Transport to oceans","2014","2014",0.140455,,
"LAM","Latin America","TRANSPORT_TO_OCEANS","Transport to oceans","2015","2015",0.148171,,
"LAM","Latin America","TRANSPORT_TO_OCEANS","Transport to oceans","2016","2016",0.155087,,
"LAM","Latin America","TRANSPORT_TO_OCEANS","Transport to oceans","2017","2017",0.16185,,
"LAM","Latin America","TRANSPORT_TO_OCEANS","Transport to oceans","2018","2018",0.168565,,
"LAM","Latin America","TRANSPORT_TO_OCEANS","Transport to oceans","2019","2019",0.175248,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2000","2000",0.018139,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2001","2001",0.019411,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2002","2002",0.020744,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2003","2003",0.022136,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2004","2004",0.023592,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2005","2005",0.02511,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2006","2006",0.026692,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2007","2007",0.028341,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2008","2008",0.03005,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2009","2009",0.031821,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2010","2010",0.033656,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2011","2011",0.035555,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2012","2012",0.037517,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2013","2013",0.039542,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2014","2014",0.041629,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2015","2015",0.04378,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2016","2016",0.045993,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2017","2017",0.048272,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2018","2018",0.050613,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2019","2019",0.053019,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2000","2000",0.284458,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2001","2001",0.299639,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2002","2002",0.315342,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2003","2003",0.331456,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2004","2004",0.348072,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2005","2005",0.364991,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2006","2006",0.382384,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2007","2007",0.400239,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2008","2008",0.417918,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2009","2009",0.43577,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2010","2010",0.454165,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2011","2011",0.472752,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2012","2012",0.491502,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2013","2013",0.510445,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2014","2014",0.529392,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2015","2015",0.548531,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2016","2016",0.567804,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2017","2017",0.587399,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2018","2018",0.607077,,
"EU5","Other EU","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2019","2019",0.626938,,
"EU5","Other EU","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2000","2000",0.016061,,
"EU5","Other EU","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2001","2001",0.016454,,
"EU5","Other EU","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2002","2002",0.017029,,
"EU5","Other EU","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2003","2003",0.017513,,
"EU5","Other EU","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2004","2004",0.01807,,
"EU5","Other EU","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2005","2005",0.018442,,
"EU5","Other EU","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2006","2006",0.018969,,
"EU5","Other EU","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2007","2007",0.0195,,
"EU5","Other EU","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2008","2008",0.019395,,
"EU5","Other EU","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2009","2009",0.019618,,
"EU5","Other EU","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2010","2010",0.020226,,
"EU5","Other EU","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2011","2011",0.02049,,
"EU5","Other EU","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2012","2012",0.020713,,
"EU5","Other EU","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2013","2013",0.020971,,
"EU5","Other EU","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2014","2014",0.02103,,
"EU5","Other EU","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2015","2015",0.0213,,
"EU5","Other EU","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2016","2016",0.021483,,
"EU5","Other EU","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2017","2017",0.02187,,
"EU5","Other EU","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2018","2018",0.022014,,
"EU5","Other EU","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2019","2019",0.022272,,
"EU5","Other EU","TRANSPORT_TO_OCEANS","Transport to oceans","2000","2000",0.001215,,
"EU5","Other EU","TRANSPORT_TO_OCEANS","Transport to oceans","2001","2001",0.001272,,
"EU5","Other EU","TRANSPORT_TO_OCEANS","Transport to oceans","2002","2002",0.001332,,
"EU5","Other EU","TRANSPORT_TO_OCEANS","Transport to oceans","2003","2003",0.001393,,
"EU5","Other EU","TRANSPORT_TO_OCEANS","Transport to oceans","2004","2004",0.001456,,
"EU5","Other EU","TRANSPORT_TO_OCEANS","Transport to oceans","2005","2005",0.001518,,
"EU5","Other EU","TRANSPORT_TO_OCEANS","Transport to oceans","2006","2006",0.001582,,
"EU5","Other EU","TRANSPORT_TO_OCEANS","Transport to oceans","2007","2007",0.001648,,
"EU5","Other EU","TRANSPORT_TO_OCEANS","Transport to oceans","2008","2008",0.001709,,
"EU5","Other EU","TRANSPORT_TO_OCEANS","Transport to oceans","2009","2009",0.001771,,
"EU5","Other EU","TRANSPORT_TO_OCEANS","Transport to oceans","2010","2010",0.001835,,
"EU5","Other EU","TRANSPORT_TO_OCEANS","Transport to oceans","2011","2011",0.001899,,
"EU5","Other EU","TRANSPORT_TO_OCEANS","Transport to oceans","2012","2012",0.001962,,
"EU5","Other EU","TRANSPORT_TO_OCEANS","Transport to oceans","2013","2013",0.002025,,
"EU5","Other EU","TRANSPORT_TO_OCEANS","Transport to oceans","2014","2014",0.002087,,
"EU5","Other EU","TRANSPORT_TO_OCEANS","Transport to oceans","2015","2015",0.002151,,
"EU5","Other EU","TRANSPORT_TO_OCEANS","Transport to oceans","2016","2016",0.002214,,
"EU5","Other EU","TRANSPORT_TO_OCEANS","Transport to oceans","2017","2017",0.002278,,
"EU5","Other EU","TRANSPORT_TO_OCEANS","Transport to oceans","2018","2018",0.002341,,
"EU5","Other EU","TRANSPORT_TO_OCEANS","Transport to oceans","2019","2019",0.002406,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2000","2000",0.109088,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2001","2001",0.117624,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2002","2002",0.126737,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2003","2003",0.136441,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2004","2004",0.146801,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2005","2005",0.157827,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2006","2006",0.169579,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2007","2007",0.182104,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2008","2008",0.19537,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2009","2009",0.209432,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2010","2010",0.224346,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2011","2011",0.240148,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2012","2012",0.256855,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2013","2013",0.274518,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2014","2014",0.293145,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2015","2015",0.312811,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2016","2016",0.333538,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2017","2017",0.355373,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2018","2018",0.378329,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2019","2019",0.402384,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2000","2000",2.810623,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2001","2001",3.003638,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2002","2002",3.210349,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2003","2003",3.430476,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2004","2004",3.665639,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2005","2005",3.91396,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2006","2006",4.178557,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2007","2007",4.460554,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2008","2008",4.75058,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2009","2009",5.05453,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2010","2010",5.37911,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2011","2011",5.72026,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2012","2012",6.07609,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2013","2013",6.44823,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2014","2014",6.8347,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2015","2015",7.24071,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2016","2016",7.66369,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2017","2017",8.10515,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2018","2018",8.56132,,
"RAN","Other Eurasia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2019","2019",9.02561,,
"RAN","Other Eurasia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2000","2000",0.190286,,
"RAN","Other Eurasia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2001","2001",0.201559,,
"RAN","Other Eurasia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2002","2002",0.215874,,
"RAN","Other Eurasia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2003","2003",0.229743,,
"RAN","Other Eurasia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2004","2004",0.245473,,
"RAN","Other Eurasia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2005","2005",0.259351,,
"RAN","Other Eurasia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2006","2006",0.276408,,
"RAN","Other Eurasia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2007","2007",0.294513,,
"RAN","Other Eurasia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2008","2008",0.303248,,
"RAN","Other Eurasia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2009","2009",0.318022,,
"RAN","Other Eurasia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2010","2010",0.339538,,
"RAN","Other Eurasia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2011","2011",0.356887,,
"RAN","Other Eurasia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2012","2012",0.372627,,
"RAN","Other Eurasia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2013","2013",0.389735,,
"RAN","Other Eurasia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2014","2014",0.405163,,
"RAN","Other Eurasia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2015","2015",0.425632,,
"RAN","Other Eurasia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2016","2016",0.443727,,
"RAN","Other Eurasia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2017","2017",0.46323,,
"RAN","Other Eurasia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2018","2018",0.47911,,
"RAN","Other Eurasia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2019","2019",0.488389,,
"RAN","Other Eurasia","TRANSPORT_TO_OCEANS","Transport to oceans","2000","2000",0.008005,,
"RAN","Other Eurasia","TRANSPORT_TO_OCEANS","Transport to oceans","2001","2001",0.008536,,
"RAN","Other Eurasia","TRANSPORT_TO_OCEANS","Transport to oceans","2002","2002",0.009108,,
"RAN","Other Eurasia","TRANSPORT_TO_OCEANS","Transport to oceans","2003","2003",0.009712,,
"RAN","Other Eurasia","TRANSPORT_TO_OCEANS","Transport to oceans","2004","2004",0.010358,,
"RAN","Other Eurasia","TRANSPORT_TO_OCEANS","Transport to oceans","2005","2005",0.01103,,
"RAN","Other Eurasia","TRANSPORT_TO_OCEANS","Transport to oceans","2006","2006",0.011749,,
"RAN","Other Eurasia","TRANSPORT_TO_OCEANS","Transport to oceans","2007","2007",0.012518,,
"RAN","Other Eurasia","TRANSPORT_TO_OCEANS","Transport to oceans","2008","2008",0.013271,,
"RAN","Other Eurasia","TRANSPORT_TO_OCEANS","Transport to oceans","2009","2009",0.014061,,
"RAN","Other Eurasia","TRANSPORT_TO_OCEANS","Transport to oceans","2010","2010",0.014918,,
"RAN","Other Eurasia","TRANSPORT_TO_OCEANS","Transport to oceans","2011","2011",0.0158,,
"RAN","Other Eurasia","TRANSPORT_TO_OCEANS","Transport to oceans","2012","2012",0.016708,,
"RAN","Other Eurasia","TRANSPORT_TO_OCEANS","Transport to oceans","2013","2013",0.017655,,
"RAN","Other Eurasia","TRANSPORT_TO_OCEANS","Transport to oceans","2014","2014",0.018631,,
"RAN","Other Eurasia","TRANSPORT_TO_OCEANS","Transport to oceans","2015","2015",0.019664,,
"RAN","Other Eurasia","TRANSPORT_TO_OCEANS","Transport to oceans","2016","2016",0.020728,,
"RAN","Other Eurasia","TRANSPORT_TO_OCEANS","Transport to oceans","2017","2017",0.021833,,
"RAN","Other Eurasia","TRANSPORT_TO_OCEANS","Transport to oceans","2018","2018",0.022953,,
"RAN","Other Eurasia","TRANSPORT_TO_OCEANS","Transport to oceans","2019","2019",0.024055,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2000","2000",0.538256,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2001","2001",0.579914,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2002","2002",0.624101,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2003","2003",0.670904,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2004","2004",0.720458,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2005","2005",0.772796,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2006","2006",0.828079,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2007","2007",0.886473,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2008","2008",0.947692,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2009","2009",1.011826,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2010","2010",1.079166,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2011","2011",1.149709,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2012","2012",1.223484,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2013","2013",1.300604,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2014","2014",1.381272,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2015","2015",1.465308,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2016","2016",1.553363,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2017","2017",1.645248,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2018","2018",1.741134,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2019","2019",1.840925,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2000","2000",2.432921,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2001","2001",2.595918,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2002","2002",2.768449,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2003","2003",2.949407,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2004","2004",3.14041,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2005","2005",3.338672,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2006","2006",3.547398,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2007","2007",3.766702,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2008","2008",3.986599,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2009","2009",4.212667,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2010","2010",4.452606,,
